Log Mode	Log Freq	Timestamp	AccX	AccY	AccZ	GyroX	GyroY	GyroZ	MagnX	MagnY	MagnZ	qw	qi	qj	qk
5	100	1555371647	-68.808	63.684	1024.068	51.70732	-109.7561	0.8536586	-54	-107	-347	0.9877566	0.08041627	0.04785302	-0.1248207
5	100	1555371647	65.88	608.292	794.22	-4.878049	5.243903	-16.58537	-445	-226	-197	0.5808261	0.1083712	-0.2851955	-0.7546922
5	100	1555371647	54.9	622.932	799.344	-3.04878	12.43902	-5.365854	-444	-227	-196	0.4548821	0.1191443	-0.3118381	-0.8256173
5	100	1555371647	38.796	608.292	797.88	-2.682927	10.12195	-1.95122	-443	-226	-200	0.4405077	0.1203955	-0.3142186	-0.8323008
5	100	1555371647	15.372	639.768	737.856	-1.95122	8.780488	-0.8536586	-442	-226	-196	0.4348375	0.1209449	-0.3151036	-0.8348643
5	100	1555371647	58.56	650.748	780.312	0.2439024	7.560976	0.1219512	-443	-227	-196	0.4317097	0.1212806	-0.315714	-0.8362072
5	100	1555371647	29.28	628.788	791.292	-0.2439024	6.707317	0.7317073	-441	-228	-197	0.429727	0.1215247	-0.3161412	-0.8370312
5	100	1555371647	41.724	637.572	770.796	-0.1219512	5	0.8536586	-441	-227	-199	0.4283815	0.1216163	-0.3164769	-0.8375805
5	100	1555371647	48.312	642.696	751.032	0.1219512	2.560976	1.341463	-441	-227	-196	0.4273824	0.1215247	-0.3168126	-0.8379772
5	100	1555371647	72.468	646.356	797.88	0.1219512	1.707317	0.8536586	-441	-227	-198	0.4265775	0.1213721	-0.3171484	-0.8382825
5	100	1555371647	60.024	617.808	795.684	-3.536585	2.439024	-0.7317073	-444	-228	-198	0.4259666	0.12125	-0.3172094	-0.8385876
5	100	1555371647	60.756	638.304	814.716	-4.512195	4.146341	-1.341463	-442	-228	-195	0.4254361	0.121189	-0.3170568	-0.8389233
5	100	1555371647	5.856	630.252	791.292	-5.487805	5.731708	-1.829268	-442	-228	-196	0.4251049	0.1212195	-0.3168432	-0.8391675
5	100	1555371647	56.364	630.252	786.168	-6.219512	7.073171	-2.073171	-441	-227	-197	0.4248013	0.1213111	-0.3165685	-0.8394116
5	100	1555371703	50.508	630.252	803.004	-5.731708	6.829268	-1.829268	-440	-226	-196	0.4246327	0.1214026	-0.3163549	-0.8395642
5	100	1555371703	46.116	640.5	766.404	-4.756098	4.878049	-1.097561	-439	-227	-198	0.4244884	0.1214331	-0.3162938	-0.8396558
5	100	1555371703	31.476	634.644	831.552	-3.292683	3.902439	-1.219512	-439	-227	-198	0.4243772	0.1213721	-0.3163854	-0.8396863
5	100	1555371703	60.756	618.54	793.488	-2.560976	3.658537	-1.341463	-439	-227	-198	0.4242258	0.1213721	-0.3165075	-0.8397168
5	100	1555371703	42.456	640.5	812.52	-3.292683	4.390244	-1.097561	-441	-227	-199	0.4241575	0.1213721	-0.316599	-0.8397168
5	100	1555371703	32.94	631.716	782.508	-3.658537	4.268293	-0.8536586	-439	-228	-197	0.4241059	0.1213416	-0.316599	-0.8397473
5	100	1555371703	57.096	639.768	805.2	-2.926829	3.04878	-1.341463	-439	-227	-201	0.4240549	0.1212806	-0.3166906	-0.8397473
5	100	1555371703	35.868	643.428	805.2	-2.439024	3.902439	-1.219512	-440	-228	-200	0.4240181	0.12125	-0.3167516	-0.8397473
5	100	1555371703	24.888	611.952	800.076	-3.04878	4.390244	-0.8536586	-438	-227	-198	0.4239638	0.1212806	-0.3168126	-0.8397473
5	100	1555371703	38.796	633.18	770.064	-3.292683	3.902439	-1.219512	-439	-228	-199	0.423912	0.12125	-0.3168126	-0.8397778
5	100	1555371703	32.94	637.572	754.692	-3.292683	4.268293	-1.219512	-440	-228	-199	0.4239261	0.1212806	-0.3167821	-0.8397778
5	100	1555371703	18.3	649.284	781.044	-3.292683	4.878049	-1.097561	-438	-227	-198	0.4238946	0.1213111	-0.3168126	-0.8397778
5	100	1555371703	20.496	628.056	753.228	-3.414634	5	-0.6097561	-439	-228	-200	0.4239691	0.1213416	-0.3167821	-0.8397473
5	100	1555371703	27.816	635.376	792.756	-4.146341	5.609756	-1.097561	-439	-227	-198	0.4239683	0.1213721	-0.3166906	-0.8397778
5	100	1555371703	6.588	630.984	786.168	-5.365854	5	-1.463415	-438	-226	-200	0.4239902	0.1214026	-0.3165685	-0.8398083
5	100	1555371703	31.476	631.716	794.22	-4.268293	5.97561	-1.219512	-437	-228	-201	0.4239666	0.1214331	-0.3165075	-0.8398389
5	100	1555371703	16.104	622.932	811.788	-2.317073	5.121951	-1.585366	-436	-228	-203	0.4239492	0.1214942	-0.3165075	-0.8398389
5	100	1555371703	20.496	643.428	798.612	-2.439024	7.560976	-2.195122	-437	-227	-202	0.4239142	0.1216163	-0.3165075	-0.8398389
5	100	1555371703	-5.124	641.964	829.356	0.7317073	8.658537	-3.536585	-435	-228	-201	0.4239387	0.121952	-0.3165075	-0.8397778
5	100	1555371703	-2.196	644.16	785.436	1.463415	9.878049	-2.439024	-436	-228	-199	0.4238716	0.1222877	-0.3166295	-0.8397168
5	100	1555371703	-24.156	642.696	797.148	5.97561	10.36585	-3.414634	-436	-229	-200	0.4238591	0.1227454	-0.3168737	-0.8395642
5	100	1555371703	6.588	622.932	800.808	11.82927	10.2439	-4.146341	-436	-228	-201	0.4236977	0.1232643	-0.3174535	-0.8393506
5	100	1555371703	14.64	658.068	834.48	15.73171	14.39024	-5.121951	-433	-229	-201	0.4235294	0.1240577	-0.3180944	-0.8390759
5	100	1555371703	-5.856	617.076	797.88	14.63415	-1.097561	-5.365854	-432	-230	-200	0.4231369	0.1240577	-0.3188574	-0.8389844
5	100	1555371703	-17.568	635.376	800.076	18.65854	-11.34146	-5.487805	-431	-232	-197	0.4225782	0.1234169	-0.3199255	-0.8389539
5	100	1555371703	10.98	647.088	764.94	18.41463	-21.09756	-5.97561	-434	-233	-198	0.4218838	0.1223792	-0.3212378	-0.8389539
5	100	1555371703	-7.32	650.748	800.808	12.80488	-30.97561	-7.073171	-433	-234	-193	0.4211413	0.1209449	-0.3222755	-0.839137
5	100	1555371703	31.476	636.108	756.156	23.53659	-33.90244	-2.560976	-434	-234	-191	0.4205111	0.1195105	-0.3237098	-0.8391064
5	100	1555371703	-4.392	611.22	830.82	34.39024	-30.36585	-1.707317	-436	-236	-188	0.4200604	0.1187475	-0.3252052	-0.8388622
5	100	1555371703	5.856	664.656	719.556	31.46342	-30.73171	-2.560976	-437	-237	-182	0.4197058	0.1183508	-0.3266701	-0.8385265
5	100	1555371703	40.26	672.708	705.648	1.219512	-9.634147	-16.46342	-438	-239	-178	0.4192753	0.1182898	-0.3268533	-0.8386792
5	100	1555371703	17.568	648.552	600.972	23.90244	6.341464	-8.04878	-438	-239	-178	0.4201843	0.1209143	-0.325663	-0.8383129
5	100	1555371703	8.784	611.22	693.204	10.85366	-21.09756	-7.317073	-438	-239	-175	0.4198241	0.1200903	-0.3251747	-0.8388012
5	100	1555371703	30.744	675.636	708.576	40.2439	-6.219512	-8.658537	-438	-242	-173	0.4196934	0.1207617	-0.3257241	-0.8385571
5	100	1555371703	43.188	693.936	794.952	53.53659	-0.7317073	-7.560976	-438	-243	-170	0.419603	0.1222266	-0.3270974	-0.8378552
5	100	1555371703	13.908	669.048	838.872	49.7561	2.682927	-11.34146	-438	-246	-168	0.4195613	0.1237526	-0.3279824	-0.8373058
5	100	1555371703	2.928	673.44	780.312	56.82927	-9.02439	-12.19512	-436	-250	-163	0.4191686	0.1247291	-0.3292032	-0.8368785
5	100	1555371703	212.28	628.056	915.732	188.0488	-70.36585	-51.70732	-436	-253	-157	0.4162007	0.1219825	-0.3348796	-0.8365123
5	100	1555371703	13.176	949.404	777.384	66.21951	-17.56098	-31.34146	-434	-259	-144	0.4060329	0.1474044	-0.3650014	-0.8247322
5	100	1555371703	37.332	758.352	745.176	9.634147	-29.02439	-30.36585	-433	-260	-138	0.400399	0.1539964	-0.3768426	-0.8209479
5	100	1555371703	31.476	737.856	751.764	26.21951	-73.78049	-27.68293	-433	-262	-136	0.3966851	0.1516465	-0.3762627	-0.8234504
5	100	1555371703	-19.764	713.7	780.312	29.63415	-78.90244	-10.60976	-433	-263	-132	0.3927757	0.1539964	-0.3772698	-0.824427
5	100	1555371703	49.044	683.688	666.852	18.90244	-82.56097	-6.341464	-436	-266	-124	0.3895993	0.1535997	-0.3796503	-0.8249153
5	100	1555371703	-127.368	638.304	797.88	10.60976	-102.0732	36.46342	-439	-267	-120	0.3900022	0.1608631	-0.3689688	-0.8281808
5	100	1555371703	82.716	658.068	743.712	38.17073	-83.29269	42.68293	-444	-266	-115	0.3906234	0.150792	-0.36845	-0.8300119
5	100	1555371703	31.476	699.06	595.848	34.14634	-44.02439	57.19512	-449	-265	-109	0.3914322	0.1480453	-0.3765069	-0.8265023
5	100	1555371703	185.928	637.572	616.344	43.65854	-11.58537	18.78049	-456	-266	-102	0.3907539	0.1299783	-0.3878597	-0.8246101
5	100	1555371703	161.04	574.62	665.388	51.34146	16.21951	-12.43902	-456	-267	-101	0.3888898	0.1167943	-0.3966796	-0.8232673
5	100	1555371703	447.984	597.312	683.688	97.07317	75.12196	-32.31707	-453	-270	-96	0.3881494	0.1046175	-0.3839228	-0.8312632
5	100	1555371703	-112.728	926.712	514.596	77.80488	38.78049	-22.56098	-449	-273	-89	0.3840868	0.1216773	-0.3972289	-0.8245491
5	100	1555371703	54.9	877.668	472.872	53.78049	40.97561	-7.560976	-446	-274	-82	0.3768037	0.1475875	-0.4235664	-0.8104495
5	100	1555371703	108.336	823.5	549	75	93.17073	-12.19512	-444	-276	-82	0.3745542	0.1588488	-0.4398633	-0.8006226
5	100	1555371703	68.808	751.764	443.592	72.43903	158.9024	-12.80488	-441	-279	-78	0.3767455	0.1703848	-0.445967	-0.7938169
5	100	1555371703	15.372	756.888	646.356	43.17073	99.14635	-13.17073	-435	-281	-80	0.3801116	0.1843623	-0.4428541	-0.7908261
5	100	1555371703	-7.32	787.632	620.736	40.4878	84.14635	-11.21951	-435	-284	-79	0.3834754	0.1925718	-0.4345836	-0.7918332
5	100	1555371703	-5.856	789.828	596.58	37.43903	68.17073	-9.268293	-430	-285	-79	0.3856798	0.2014527	-0.4295785	-0.7912839
5	100	1555371703	-19.032	794.22	587.796	27.92683	54.39024	-14.5122	-429	-286	-76	0.3867289	0.209357	-0.426191	-0.7905515
5	100	1555371703	-15.372	778.116	622.2	20.97561	43.65854	-15	-426	-287	-77	0.3877139	0.214301	-0.4213385	-0.7913449
5	100	1555371703	8.784	823.5	668.316	40.60976	40.60976	-21.21951	-421	-288	-75	0.3885892	0.2157964	-0.4173406	-0.7926267
5	100	1555371703	-49.776	814.716	614.88	14.63415	38.29268	-15.73171	-421	-290	-74	0.3880805	0.2235176	-0.4161809	-0.7913449
5	100	1555371703	-54.9	802.272	639.036	9.146341	22.56098	-16.09756	-419	-291	-74	0.3886988	0.2262947	-0.4101077	-0.7934202
5	100	1555371703	-42.456	843.996	669.78	10.85366	17.68293	-10.97561	-417	-291	-72	0.3892481	0.2269051	-0.4054994	-0.7953429
5	100	1555371703	-32.208	831.552	612.684	1.95122	12.19512	-9.146341	-414	-293	-73	0.388987	0.2267525	-0.4058352	-0.7953429
5	100	1555371703	-16.104	860.1	690.276	11.70732	16.34146	-14.26829	-413	-293	-74	0.3888378	0.2243416	-0.4066592	-0.7956786
5	100	1555371703	-23.424	842.532	607.56	3.292683	37.19512	-22.31707	-414	-295	-73	0.3886098	0.2263253	-0.4072695	-0.7949156
5	100	1555371703	-99.552	789.096	674.904	-19.14634	35.4878	-25.36585	-410	-293	-75	0.3884191	0.2320017	-0.4017762	-0.7961669
5	100	1555371703	-76.86	756.888	579.012	-36.82927	26.70732	-19.39024	-407	-295	-77	0.3885743	0.2344737	-0.3970763	-0.7977233
5	100	1555371703	-30.012	757.62	611.952	-41.95122	24.63415	-17.56098	-406	-293	-81	0.3887776	0.2348704	-0.394116	-0.7989746
5	100	1555371703	-42.456	755.424	582.672	-40.97561	22.56098	-16.70732	-403	-293	-85	0.3893992	0.2319407	-0.3919492	-0.8005921
5	100	1555371703	-13.176	773.724	598.044	-36.70732	13.53659	-13.53659	-402	-292	-88	0.3891689	0.2286142	-0.3935057	-0.8008973
5	100	1555371703	-10.248	781.776	530.7	-36.70732	19.26829	-11.70732	-399	-292	-92	0.3886746	0.2256233	-0.3980529	-0.7997375
5	100	1555371703	2.928	760.548	531.432	-43.65854	13.65854	-13.78049	-399	-293	-94	0.3872089	0.2243721	-0.4073	-0.7961364
5	100	1555371703	-54.168	768.6	589.26	-33.90244	17.68293	-9.390244	-396	-292	-98	0.3874237	0.2221747	-0.4066286	-0.7969909
5	100	1555371703	-70.272	724.68	614.88	-28.90244	12.92683	-7.073171	-396	-291	-102	0.388302	0.2243721	-0.4007691	-0.7989135
5	100	1555371703	-44.652	758.352	626.592	-26.34146	2.195122	-4.268293	-395	-290	-102	0.3890313	0.2243721	-0.3955809	-0.8011414
5	100	1555371703	-45.384	748.104	677.832	-29.5122	1.829268	-7.682927	-395	-290	-108	0.3898447	0.2214728	-0.3910642	-0.803766
5	100	1555371703	-91.5	726.876	665.388	-35.12195	9.268293	-9.390244	-395	-290	-110	0.391146	0.2206793	-0.3820612	-0.8076724
5	100	1555371703	-91.5	708.576	650.016	-39.63415	22.68293	-10	-393	-287	-112	0.3926158	0.2233955	-0.3719901	-0.8109073
5	100	1555371703	-103.212	682.956	625.86	-42.31707	38.78049	-10.97561	-390	-287	-116	0.3944436	0.2274239	-0.3614002	-0.8136845
5	100	1555371703	-120.78	685.152	589.26	-54.02439	41.34146	-12.31707	-388	-285	-121	0.3950889	0.2349315	-0.3555712	-0.8138066
5	100	1555371703	-82.716	763.476	577.548	-65	46.09756	-16.58537	-386	-285	-127	0.3949286	0.2403943	-0.3567003	-0.8117924
5	100	1555371703	-78.324	715.164	624.396	-68.65854	37.56098	-23.41463	-383	-281	-133	0.3952297	0.2403943	-0.3568529	-0.8115788
5	100	1555371703	-137.616	634.644	616.344	-69.7561	29.26829	-22.07317	-380	-280	-140	0.3963015	0.2404859	-0.3483383	-0.8147221
5	100	1555371703	-105.408	615.612	687.348	-60.48781	21.21951	-16.21951	-377	-278	-146	0.3979945	0.2386242	-0.3378704	-0.8188421
5	100	1555371703	-117.12	617.076	703.452	-39.39024	11.70732	-10.97561	-376	-277	-150	0.3996903	0.2359386	-0.3271279	-0.8231452
5	100	1555371703	-64.416	666.852	693.204	-25.60976	9.878049	-6.463415	-374	-275	-153	0.400345	0.2320017	-0.3244423	-0.8250068
5	100	1555371703	-108.336	672.708	704.916	-9.146341	28.90244	-1.463415	-375	-276	-155	0.4010527	0.2298959	-0.3227332	-0.8259224
5	100	1555371703	-137.616	627.324	690.276	-3.902439	53.90244	-1.219512	-372	-277	-156	0.4024163	0.2320933	-0.3206275	-0.8254647
5	100	1555371703	-144.204	636.84	675.636	-0.3658537	60.48781	-9.878049	-371	-277	-157	0.4035143	0.2364574	-0.3186437	-0.8244575
5	100	1555371703	-142.008	607.56	725.412	-0.8536586	62.80488	-15.48781	-368	-277	-159	0.4040809	0.2412793	-0.3163549	-0.8236641
5	100	1555371703	-166.896	554.124	666.12	-12.68293	62.43903	-14.26829	-363	-275	-159	0.4047795	0.2459792	-0.3135777	-0.8229926
5	100	1555371703	-150.792	591.456	658.068	-29.7561	46.95122	-16.09756	-362	-276	-161	0.4055089	0.2494583	-0.309946	-0.8229621
5	100	1555371703	-153.72	557.052	647.82	-40.85366	38.17073	-16.09756	-357	-274	-165	0.4060971	0.2514115	-0.3057039	-0.8236641
5	100	1555371703	-192.516	543.876	701.256	-47.31707	39.2683	-10.2439	-354	-274	-170	0.407092	0.2529679	-0.3010041	-0.824427
5	100	1555371703	-221.796	549	688.08	-46.21951	31.34146	-0.7317073	-353	-271	-176	0.4085941	0.253853	-0.2965178	-0.8250374
5	100	1555371703	-206.424	579.012	756.888	-37.43903	31.82927	6.219512	-352	-271	-179	0.4103835	0.2544939	-0.2927946	-0.8252816
5	100	1555371703	-181.536	581.94	728.34	-32.92683	38.78049	7.682927	-351	-268	-182	0.4124652	0.2556536	-0.2895291	-0.8250374
5	100	1555371703	-139.812	630.984	675.636	-56.46342	41.70732	2.439024	-351	-268	-182	0.4148248	0.2568438	-0.2849818	-0.8250679
5	100	1555371704	-149.328	595.848	654.408	-65.85366	26.21951	-6.097561	-350	-266	-186	0.4165172	0.2569658	-0.2797021	-0.8259835
5	100	1555371704	-152.256	561.444	681.492	-74.63415	32.07317	-12.07317	-348	-264	-193	0.4180299	0.2566607	-0.2734153	-0.8274179
5	100	1555371704	-205.692	477.996	674.172	-69.63415	40.73171	-10.2439	-346	-262	-199	0.4195949	0.2568743	-0.2667623	-0.8287301
5	100	1555371704	-232.044	439.932	745.176	-48.17073	61.58537	-4.634147	-342	-258	-204	0.4213668	0.2587359	-0.2608722	-0.8291269
5	100	1555371704	-285.48	419.436	693.204	-29.63415	76.46342	-2.682927	-341	-255	-210	0.4235283	0.2626423	-0.2557451	-0.8283944
5	100	1555371704	-399.672	375.516	811.788	-53.90244	90	-4.390244	-338	-254	-215	0.4258048	0.2668233	-0.249031	-0.8279366
5	100	1555371704	-332.328	392.352	699.06	-55.60976	78.04878	5.731708	-332	-252	-219	0.4288799	0.2709433	-0.2422559	-0.8270211
5	100	1555371704	-237.168	475.068	662.46	-64.02439	74.14635	2.804878	-330	-250	-222	0.432138	0.2739036	-0.2351146	-0.8264107
5	100	1555371704	-202.032	516.06	647.82	-76.34147	63.41463	-4.634147	-326	-247	-230	0.4348547	0.2759789	-0.2276681	-0.8263802
5	100	1555371704	-168.36	535.092	663.192	-78.04878	87.56097	-8.170732	-321	-244	-237	0.4376786	0.2785119	-0.2191229	-0.8263497
5	100	1555371704	-185.196	543.876	628.788	-81.34147	98.41463	-5	-317	-239	-244	0.4408941	0.2825709	-0.2096927	-0.8257089
5	100	1555371704	-200.568	488.976	577.548	-73.78049	82.19512	-3.170732	-312	-236	-250	0.444009	0.2860195	-0.2009033	-0.8250374
5	100	1555371704	-204.96	514.596	508.74	-83.65854	79.14635	-10.48781	-306	-232	-257	0.4467346	0.2888882	-0.1923276	-0.8246101
5	100	1555371704	-185.928	460.428	376.248	-117.9268	66.95122	-23.65854	-303	-227	-265	0.4490847	0.2903836	-0.1818293	-0.8251899
5	100	1555371704	-242.292	417.972	414.312	-139.1463	63.29268	-32.56098	-300	-221	-272	0.4511068	0.2901089	-0.1693472	-0.826838
5	100	1555371704	-263.52	308.904	389.424	-152.6829	74.14635	-33.65854	-292	-215	-285	0.4533617	0.2898343	-0.1553087	-0.8284554
5	100	1555371704	-350.628	223.26	427.488	-155.1219	68.04878	-31.82927	-285	-206	-294	0.4557072	0.2892544	-0.1406903	-0.8299814
5	100	1555371704	-358.68	133.956	488.976	-141.4634	76.09756	-17.43902	-278	-195	-307	0.4584988	0.2887356	-0.1267739	-0.8308664
5	100	1555371704	-415.776	237.9	534.36	-143.4146	67.92683	4.02439	-272	-187	-316	0.4625993	0.2884609	-0.1136204	-0.8305917
5	100	1555371704	-343.308	308.904	624.396	-134.3902	52.31707	21.70732	-268	-177	-325	0.4675766	0.2867519	-0.1018708	-0.8299204
5	100	1555371704	-254.736	495.564	644.892	-116.9512	54.2683	25.85366	-263	-170	-335	0.4728661	0.2853786	-0.09173864	-0.8285775
5	100	1555371704	-128.1	627.324	623.664	-124.1463	45	13.41463	-262	-159	-345	0.4775163	0.2838527	-0.08175909	-0.8274789
5	100	1555371704	-120.048	659.532	654.408	-133.5366	37.43903	2.439024	-259	-151	-351	0.4813583	0.2811975	-0.07110813	-0.8271431
5	100	1555371704	-169.824	627.324	736.392	-139.2683	21.34146	-4.268293	-255	-142	-359	0.4845537	0.2774132	-0.06024354	-0.8274179
5	100	1555371704	-221.064	581.208	814.716	-137.0732	10.85366	-13.29268	-254	-132	-368	0.4871674	0.2727134	-0.0496231	-0.8281503
5	100	1555371704	-313.296	583.404	894.504	-130.3659	1.585366	-10.97561	-251	-122	-375	0.4892818	0.2673422	-0.0397351	-0.8291879
5	100	1555371704	-330.864	599.508	961.848	-119.1463	11.09756	-8.780488	-251	-113	-384	0.4913293	0.2625813	-0.03048799	-0.8298899
5	100	1555371704	-251.076	655.14	989.664	-110.7317	5.731708	-7.682927	-250	-103	-390	0.4932373	0.2582781	-0.02194281	-0.8303781
5	100	1555371704	-187.392	712.236	994.056	-114.2683	8.902439	-10.12195	-249	-93	-398	0.4950858	0.2540056	-0.01358074	-0.8307748
5	100	1555371704	-156.648	772.992	935.496	-129.0244	6.341464	-21.46342	-248	-85	-402	0.4965087	0.2492141	-0.004211554	-0.8314768
5	100	1555371704	-136.884	794.952	1054.812	-131.4634	0.4878049	-31.82927	-244	-76	-410	0.4972081	0.2437513	0.005920591	-0.8326671
5	100	1555371704	-196.176	863.76	1144.116	-110.7317	-0.3658537	-34.02439	-243	-67	-415	0.4972523	0.2384106	0.01504563	-0.8340709
5	100	1555371704	-201.3	874.74	1154.364	-97.68293	-2.560976	-37.68293	-242	-57	-421	0.4966173	0.2338328	0.02285836	-0.8355663
5	100	1555371704	-213.012	824.232	1161.684	-84.14635	-1.219512	-38.17073	-241	-47	-424	0.4956144	0.2296823	0.02981658	-0.8370922
5	100	1555371704	-213.744	809.592	1149.972	-73.90244	-6.829268	-43.04878	-239	-40	-428	0.494125	0.2258675	0.03588977	-0.8387707
5	100	1555371704	-266.448	780.312	1207.8	-59.63415	-17.31707	-47.92683	-238	-34	-432	0.4920284	0.2218696	0.04074221	-0.840846
5	100	1555371704	-286.944	736.392	1215.852	-47.56098	-23.29268	-50	-239	-30	-433	0.4893957	0.2179327	0.04434339	-0.8432264
5	100	1555371704	-246.684	800.808	1229.028	-37.80488	-20.4878	-51.95122	-238	-24	-435	0.4864291	0.2142705	0.04709006	-0.8457289
5	100	1555371704	-229.848	789.096	1190.232	-33.90244	-11.58537	-55.2439	-238	-21	-440	0.4831825	0.2114322	0.04989776	-0.8481399
5	100	1555371704	-202.032	773.724	1256.844	-27.19512	-11.46342	-65.48781	-238	-20	-443	0.479137	0.2089602	0.05249184	-0.8508866
5	100	1555371704	-184.464	803.004	1209.996	-14.7561	5.853659	-70.48781	-237	-17	-443	0.4743754	0.2076479	0.05481124	-0.8537248
5	100	1555371704	-248.148	722.484	1209.996	-12.31707	2.317073	-79.7561	-234	-16	-443	0.4688052	0.2072207	0.05716117	-0.8567461
5	100	1555371704	-347.7	609.756	1197.552	0.1219512	-3.780488	-85.12196	-232	-14	-452	0.4626047	0.2063051	0.05871761	-0.8602252
5	100	1555371704	-437.736	507.276	1209.996	13.17073	-11.82927	-84.39024	-229	-13	-444	0.4560028	0.2056032	0.05905332	-0.8638874
5	100	1555371704	-534.36	409.92	1250.256	22.68293	-18.29268	-78.65854	-228	-13	-444	0.4495576	0.2046266	0.05816828	-0.8675497
5	100	1555371704	-570.96	310.368	1295.64	40.85366	-18.78049	-72.56097	-227	-18	-444	0.4432797	0.2040162	0.05600147	-0.8710593
5	100	1555371704	-587.064	280.356	1267.824	58.04878	-21.58537	-61.70732	-226	-19	-442	0.4373839	0.2041688	0.05221717	-0.8742332
5	100	1555371704	-541.68	300.852	1245.132	70.2439	-15.36585	-49.14634	-227	-24	-439	0.432065	0.2049318	0.04721214	-0.8769799
5	100	1555371704	-487.512	322.812	1182.912	80.2439	-7.073171	-41.82927	-226	-30	-438	0.4273199	0.2068239	0.04150517	-0.8791467
5	100	1555371704	-393.084	333.06	1103.124	87.56097	-8.170732	-40.85366	-224	-36	-434	0.4225684	0.2092959	0.03521836	-0.8811304
5	100	1555371704	-281.088	333.792	1019.676	93.04878	-12.43902	-43.04878	-225	-44	-430	0.4176345	0.2116153	0.02832118	-0.8831751
5	100	1555371704	-216.672	293.532	964.044	95	-13.65854	-42.92683	-225	-50	-424	0.412469	0.2139042	0.02111881	-0.8852504
5	100	1555371704	-161.04	299.388	891.576	97.07317	-20.97561	-41.70732	-225	-60	-421	0.4074087	0.2158574	0.01361126	-0.8872646
5	100	1555371704	-193.248	271.572	870.348	98.53659	-28.78049	-40.12195	-223	-66	-418	0.4023764	0.2172308	0.00573748	-0.8893093
5	100	1555371704	-190.32	234.972	856.44	110.8537	-45.2439	-35	-224	-74	-413	0.397469	0.2178106	-0.003234962	-0.8913846
5	100	1555371704	-240.096	232.776	865.224	129.2683	-64.5122	-28.53659	-225	-84	-406	0.3925799	0.217597	-0.01440474	-0.8934904
5	100	1555371704	-261.324	250.344	910.608	138.2927	-78.04878	-25.97561	-229	-92	-405	0.3877491	0.2163762	-0.02719199	-0.8955962
5	100	1555371704	-267.18	281.088	964.776	143.2927	-69.63415	-34.02439	-234	-102	-394	0.3824171	0.2154302	-0.04052858	-0.8976104
5	100	1555371704	-244.488	306.708	985.272	125.6098	-45.73171	-52.43903	-240	-117	-387	0.3761119	0.2155828	-0.05233924	-0.8996246
5	100	1555371704	-247.416	196.176	969.168	99.2683	-16.58537	-74.63415	-242	-126	-378	0.3686446	0.2171697	-0.06091494	-0.9017915
5	100	1555371704	-235.704	150.06	934.764	69.63415	7.560976	-89.63415	-241	-135	-373	0.3603391	0.220191	-0.06607258	-0.9040498
5	100	1555371704	-237.168	103.212	937.692	36.82927	11.58537	-102.6829	-237	-138	-368	0.3516527	0.2230903	-0.06799524	-0.9066133
5	100	1555371704	-313.296	90.768	1018.212	14.02439	11.82927	-106.0976	-231	-144	-364	0.3427343	0.2252876	-0.06756798	-0.9095126
5	100	1555371704	-362.34	84.18	1126.548	9.878049	3.902439	-100.2439	-225	-146	-364	0.3343489	0.2267525	-0.06640828	-0.9123508
5	100	1555371704	-425.292	50.508	1109.712	17.68293	-6.829268	-88.04878	-221	-146	-365	0.3264404	0.2274545	-0.06598102	-0.915067
5	100	1555371704	-444.324	5.124	1105.32	44.5122	-24.02439	-67.68293	-215	-148	-363	0.3195028	0.2274239	-0.06781213	-0.9173864
5	100	1555371704	-468.48	38.064	1087.752	71.34147	-47.56098	-45.60976	-213	-148	-359	0.3136837	0.2262947	-0.07293924	-0.9192786
5	100	1555371704	-482.388	49.776	1117.764	97.07317	-59.7561	-27.80488	-212	-154	-353	0.3086841	0.2243416	-0.08099613	-0.9207739
5	100	1555371704	-449.448	82.716	1105.32	118.6585	-54.5122	-11.58537	-216	-162	-350	0.3045852	0.2226936	-0.09137242	-0.9215674
5	100	1555371704	-411.384	107.604	1112.64	121.8293	-51.58537	-3.536585	-218	-170	-342	0.3011876	0.2217475	-0.1026948	-0.92172
5	100	1555371704	-356.484	148.596	1051.152	118.5366	-50.12195	0.8536586	-223	-177	-332	0.2982479	0.2207404	-0.1139256	-0.921598
5	100	1555371704	-275.232	213.012	948.672	107.439	-50.4878	2.439024	-228	-184	-324	0.2956361	0.2195502	-0.1245155	-0.9213538
5	100	1555371704	-223.992	226.188	885.72	94.14635	-49.7561	0.6097561	-231	-193	-315	0.2931795	0.2179632	-0.1340983	-0.9211707
5	100	1555371704	-219.6	270.108	779.58	80.85366	-55.12195	0.6097561	-233	-199	-308	0.2909171	0.2158574	-0.1425825	-0.9211097
5	100	1555371704	-218.136	274.5	820.572	76.21951	-65.2439	2.073171	-238	-205	-302	0.2886222	0.2128361	-0.1505783	-0.9212623
5	100	1555371704	-245.22	319.884	882.792	78.04878	-78.04878	8.658537	-241	-209	-296	0.2865529	0.2088076	-0.1590014	-0.9214149
5	100	1555371704	-275.232	303.048	857.172	85.97561	-92.19512	18.90244	-246	-216	-290	0.2849395	0.2036195	-0.1681875	-0.9214454
5	100	1555371704	-301.584	303.048	882.06	108.6585	-103.6585	35.36586	-254	-220	-284	0.2839199	0.1975768	-0.1794183	-0.9209571
